t,tecla,alvo_speed,alvo_steer,speed,steer,mega_steer,mega_speed,mega_set_ok,mega_pc_bad,mega_len_bad,mega_hover_tx
168.380,,0,0,-115,0,,,,,,
168.400,,0,0,-100,0,,,,,,
168.420,,0,0,-85,0,,,,,,
168.440,,0,0,-70,0,,,,,,
168.460,,0,0,-55,0,,,,,,
168.480,,0,0,-40,0,,,,,,
168.500,,0,0,-25,0,,,,,,
168.520,,0,0,-10,0,,,,,,
168.540,,0,0,0,0,,,,,,
168.560,,0,0,0,0,,,,,,
168.580,,0,0,0,0,,,,,,
168.600,,0,0,0,0,,,,,,
168.620,,0,0,0,0,,,,,,
168.640,,0,0,0,0,,,,,,
168.660,,0,0,0,0,,,,,,
168.680,,0,0,0,0,,,,,,
168.700,,0,0,0,0,,,,,,
168.720,,0,0,0,0,,,,,,
168.740,,0,0,0,0,,,,,,
168.760,,0,0,0,0,,,,,,
168.780,,0,0,0,0,,,,,,
168.800,,0,0,0,0,,,,,,
168.820,,0,0,0,0,,,,,,
168.840,,250,0,15,0,,,,,,
168.860,,250,0,30,0,,,,,,
168.880,,250,0,45,0,,,,,,
168.900,,250,0,60,0,,,,,,
168.920,,250,0,75,0,,,,,,
168.940,,250,0,90,0,,,,,,
168.960,,250,0,105,0,,,,,,
168.980,,250,0,120,0,,,,,,
169.000,,250,0,135,0,,,,,,
169.020,,250,0,150,0,,,,,,
169.040,,250,0,165,0,,,,,,
169.060,,250,0,180,0,,,,,,
169.080,,250,0,195,0,,,,,,
169.100,,250,0,210,0,,,,,,
169.120,,250,0,225,0,,,,,,
169.140,,250,0,240,0,,,,,,
169.160,,250,0,250,0,,,,,,
169.180,,250,0,250,0,,,,,,
169.200,,250,0,250,0,,,,,,
169.220,,250,0,250,0,,,,,,
169.240,,250,0,250,0,,,,,,
169.260,,250,0,250,0,,,,,,
169.280,,250,0,250,0,,,,,,
169.300,,250,0,250,0,,,,,,
169.320,,250,0,250,0,,,,,,
169.340,,250,0,250,0,,,,,,
169.360,,250,0,250,0,,,,,,
169.380,,250,0,250,0,,,,,,
169.400,,250,0,250,0,,,,,,
169.420,,250,0,250,0,,,,,,
169.440,,250,0,250,0,,,,,,
169.460,,250,0,250,0,,,,,,
169.480,,250,0,250,0,,,,,,
169.500,,250,0,250,0,,,,,,
169.520,,250,0,250,0,,,,,,
169.540,,250,0,250,0,,,,,,
169.560,,250,0,250,0,,,,,,
169.580,,250,0,250,0,,,,,,
169.600,,250,0,250,0,,,,,,
169.620,,250,0,250,0,,,,,,
169.640,,250,0,250,0,,,,,,
169.660,,250,0,250,0,,,,,,
169.680,,250,0,250,0,,,,,,
169.700,,250,0,250,0,,,,,,
169.720,,250,0,250,0,,,,,,
169.740,,250,0,250,0,,,,,,
169.760,,250,0,250,0,,,,,,
169.780,,250,0,250,0,,,,,,
169.800,,250,0,250,0,,,,,,
169.820,,250,0,250,0,,,,,,
169.840,,250,0,250,0,,,,,,
169.860,,250,0,250,0,,,,,,
169.880,,250,0,250,0,,,,,,
169.900,,250,0,250,0,,,,,,
169.920,,250,0,250,0,,,,,,
169.940,,250,0,250,0,,,,,,
169.960,,250,0,250,0,,,,,,
169.980,,250,0,250,0,,,,,,
170.000,,250,0,250,0,,,,,,
170.020,,250,0,250,0,,,,,,
170.040,,250,0,250,0,,,,,,
170.060,,250,0,250,0,,,,,,
170.080,,250,0,250,0,,,,,,
170.100,,250,0,250,0,,,,,,
170.120,,250,0,250,0,,,,,,
170.140,,250,0,250,0,,,,,,
170.160,,250,0,250,0,,,,,,
170.180,,250,0,250,0,,,,,,
170.200,,250,0,250,0,,,,,,
170.220,,250,0,250,0,,,,,,
170.240,,250,0,250,0,,,,,,
170.260,,250,0,250,0,,,,,,
170.280,,250,0,250,0,,,,,,
170.300,,250,0,250,0,,,,,,
170.320,,250,0,250,0,,,,,,
170.340,,250,0,250,0,,,,,,
170.360,,250,0,250,0,,,,,,
170.380,,250,0,250,0,,,,,,
170.400,,250,0,250,0,,,,,,
170.420,,250,0,250,0,,,,,,
170.440,,250,0,250,0,,,,,,
170.460,,250,0,250,0,,,,,,
170.480,,250,0,250,0,,,,,,
170.500,,250,0,250,0,,,,,,
170.520,,250,0,250,0,,,,,,
170.540,,250,0,250,0,,,,,,
170.560,,250,0,250,0,,,,,,
170.580,,250,0,250,0,,,,,,
170.600,,250,0,250,0,,,,,,
170.620,,250,0,250,0,,,,,,
170.640,,250,0,250,0,,,,,,
170.660,,250,0,250,0,,,,,,
170.680,,250,0,250,0,,,,,,
170.700,,250,0,250,0,,,,,,
170.720,,250,0,250,0,,,,,,
170.740,,250,0,250,0,,,,,,
170.760,,250,0,250,0,,,,,,
170.780,,250,0,250,0,,,,,,
170.800,,250,0,250,0,,,,,,
170.820,,250,0,250,0,,,,,,
170.840,,250,0,250,0,,,,,,
170.860,,250,0,250,0,,,,,,
170.880,,250,0,250,0,,,,,,
170.900,,250,0,250,0,,,,,,
170.920,,250,0,250,0,,,,,,
170.940,,250,0,250,0,,,,,,
170.960,,250,0,250,0,,,,,,
170.980,,250,0,250,0,,,,,,
171.000,,250,0,250,0,,,,,,
171.020,,250,0,250,0,,,,,,
171.040,,250,0,250,0,,,,,,
171.060,,250,0,250,0,,,,,,
171.080,,250,0,250,0,,,,,,
171.100,,250,0,250,0,,,,,,
171.120,,250,0,250,0,,,,,,
171.140,,250,0,250,0,,,,,,
171.160,,250,0,250,0,,,,,,
171.180,,250,0,250,0,,,,,,
171.200,,250,0,250,0,,,,,,
171.220,,250,0,250,0,,,,,,
171.240,,250,0,250,0,,,,,,
171.260,,250,0,250,0,,,,,,
171.280,,250,0,250,0,,,,,,
171.300,,250,0,250,0,,,,,,
171.320,,250,0,250,0,,,,,,
171.340,,250,0,250,0,,,,,,
171.360,,250,0,250,0,,,,,,
171.380,,250,0,250,0,,,,,,
171.400,,250,0,250,0,,,,,,
171.420,,250,0,250,0,,,,,,
171.440,,250,0,250,0,,,,,,
171.460,,250,0,250,0,,,,,,
171.480,,250,0,250,0,,,,,,
171.500,,250,0,250,0,,,,,,
171.520,,250,0,250,0,,,,,,
171.540,,250,0,250,0,,,,,,
171.560,,250,0,250,0,,,,,,
171.580,,250,0,250,0,,,,,,
171.600,,250,0,250,0,,,,,,
171.620,,250,0,250,0,,,,,,
171.640,,250,0,250,0,,,,,,
171.660,,250,0,250,0,,,,,,
171.680,,250,0,250,0,,,,,,
171.700,,250,0,250,0,,,,,,
171.720,,250,0,250,0,,,,,,
171.740,,250,0,250,0,,,,,,
171.760,,250,0,250,0,,,,,,
171.780,,250,0,250,0,,,,,,
171.800,,250,0,250,0,,,,,,
171.820,,250,0,250,0,,,,,,
171.840,,250,0,250,0,,,,,,
171.860,,250,0,250,0,,,,,,
171.880,,250,0,250,0,,,,,,
171.900,,250,0,250,0,,,,,,
171.920,,250,0,250,0,,,,,,
171.940,,250,0,250,0,,,,,,
171.960,,250,0,250,0,,,,,,
171.980,,250,0,250,0,,,,,,
172.000,,250,0,250,0,,,,,,
172.020,,250,0,250,0,,,,,,
172.040,,250,0,250,0,,,,,,
172.060,,250,0,250,0,,,,,,
172.080,,250,0,250,0,,,,,,
172.100,,250,0,250,0,,,,,,
172.120,,250,0,250,0,,,,,,
172.140,,250,0,250,0,,,,,,
172.160,,250,0,250,0,,,,,,
172.180,,250,0,250,0,,,,,,
172.200,,250,0,250,0,,,,,,
172.220,,250,0,250,0,,,,,,
172.240,,250,0,250,0,,,,,,
172.260,,250,0,250,0,,,,,,
172.280,,250,0,250,0,,,,,,
172.300,,250,0,250,0,,,,,,
172.320,,250,0,250,0,,,,,,
172.340,,250,0,250,0,,,,,,
172.360,,250,0,250,0,,,,,,
172.380,,250,0,250,0,,,,,,
172.400,,250,0,250,0,,,,,,
172.420,,250,0,250,0,,,,,,
172.440,,250,0,250,0,,,,,,
172.460,,250,0,250,0,,,,,,
172.480,,250,0,250,0,,,,,,
172.500,,250,0,250,0,,,,,,
172.520,,250,0,250,0,,,,,,
172.540,,250,0,250,0,,,,,,
172.560,,250,0,250,0,,,,,,
172.580,,250,0,250,0,,,,,,
172.600,,250,0,250,0,,,,,,
172.620,,250,0,250,0,,,,,,
172.640,,250,0,250,0,,,,,,
172.660,,250,0,250,0,,,,,,
172.680,,250,0,250,0,,,,,,
172.700,,250,0,250,0,,,,,,
172.720,,250,0,250,0,,,,,,
172.740,,250,0,250,0,,,,,,
172.760,,250,0,250,0,,,,,,
172.780,,250,0,250,0,,,,,,
172.800,,250,0,250,0,,,,,,
172.820,,250,0,250,0,,,,,,
172.840,,250,0,250,0,,,,,,
172.860,,250,0,250,0,,,,,,
172.880,,250,0,250,0,,,,,,
172.900,,250,0,250,0,,,,,,
172.920,,250,0,250,0,,,,,,
172.940,,250,0,250,0,,,,,,
172.960,,250,0,250,0,,,,,,
172.980,,250,0,250,0,,,,,,
173.000,,250,0,250,0,,,,,,
173.020,,250,0,250,0,,,,,,
173.040,,250,0,250,0,,,,,,
173.060,,250,0,250,0,,,,,,
173.080,,250,0,250,0,,,,,,
173.100,,250,0,250,0,,,,,,
173.120,,250,0,250,0,,,,,,
173.140,,250,0,250,0,,,,,,
173.160,,250,0,250,0,,,,,,
173.180,,250,0,250,0,,,,,,
173.200,,250,0,250,0,,,,,,
173.220,,250,0,250,0,,,,,,
173.240,,250,0,250,0,,,,,,
173.260,,250,0,250,0,,,,,,
173.280,,250,0,250,0,,,,,,
173.300,,250,0,250,0,,,,,,
173.320,,250,0,250,0,,,,,,
173.340,,250,0,250,0,,,,,,
173.360,,250,0,250,0,,,,,,
173.380,,250,0,250,0,,,,,,
173.400,,250,0,250,0,,,,,,
173.420,,250,0,250,0,,,,,,
173.440,,250,0,250,0,,,,,,
173.460,,250,0,250,0,,,,,,
173.480,,250,0,250,0,,,,,,
173.500,,250,0,250,0,,,,,,
173.520,,250,0,250,0,,,,,,
173.540,,250,0,250,0,,,,,,
173.560,,250,0,250,0,,,,,,
173.580,,250,0,250,0,,,,,,
173.600,,250,0,250,0,,,,,,
173.620,,250,0,250,0,,,,,,
173.640,,250,0,250,0,,,,,,
173.660,,250,0,250,0,,,,,,
173.680,,250,0,250,0,,,,,,
173.700,,250,0,250,0,,,,,,
173.720,,250,0,250,0,,,,,,
173.740,,250,0,250,0,,,,,,
173.760,,250,0,250,0,,,,,,
173.780,,250,0,250,0,,,,,,
173.800,,250,0,250,0,,,,,,
173.820,,250,0,250,0,,,,,,
173.840,,250,0,250,0,,,,,,
173.860,,250,0,250,0,,,,,,
173.880,,250,0,250,0,,,,,,
173.900,,250,0,250,0,,,,,,
173.920,,250,0,250,0,,,,,,
173.940,,250,0,250,0,,,,,,
173.960,,250,0,250,0,,,,,,
173.980,,250,0,250,0,,,,,,
174.000,,250,0,250,0,,,,,,
174.020,,250,0,250,0,,,,,,
174.040,,250,0,250,0,,,,,,
174.060,,250,0,250,0,,,,,,
174.080,,250,0,250,0,,,,,,
174.100,,250,0,250,0,,,,,,
174.120,,250,0,250,0,,,,,,
174.140,,250,0,250,0,,,,,,
174.160,,250,0,250,0,,,,,,
174.180,,250,0,250,0,,,,,,
174.200,,250,0,250,0,,,,,,
174.220,,250,0,250,0,,,,,,
174.240,,250,0,250,0,,,,,,
174.260,,250,0,250,0,,,,,,
174.280,,250,0,250,0,,,,,,
174.300,,250,0,250,0,,,,,,
174.320,,250,0,250,0,,,,,,
174.340,,250,0,250,0,,,,,,
174.360,,250,0,250,0,,,,,,
174.380,,250,0,250,0,,,,,,
174.400,,250,0,250,0,,,,,,
174.420,,250,0,250,0,,,,,,
174.440,,250,0,250,0,,,,,,
174.460,,250,0,250,0,,,,,,
174.480,,250,0,250,0,,,,,,
174.500,,250,0,250,0,,,,,,
174.520,,250,0,250,0,,,,,,
174.540,,250,0,250,0,,,,,,
174.560,,250,0,250,0,,,,,,
174.580,,250,0,250,0,,,,,,
174.600,,250,0,250,0,,,,,,
174.620,,250,0,250,0,,,,,,
174.640,,250,0,250,0,,,,,,
174.660,,250,0,250,0,,,,,,
174.680,,250,0,250,0,,,,,,
174.700,,250,0,250,0,,,,,,
174.720,,250,0,250,0,,,,,,
174.740,,250,0,250,0,,,,,,
174.760,,250,0,250,0,,,,,,
174.780,,250,0,250,0,,,,,,
174.800,,250,0,250,0,,,,,,
174.820,,250,0,250,0,,,,,,
174.840,,250,0,250,0,,,,,,
174.860,,250,0,250,0,,,,,,
174.880,,250,0,250,0,,,,,,
174.900,,250,0,250,0,,,,,,
174.920,,250,0,250,0,,,,,,
174.940,,250,0,250,0,,,,,,
174.960,,250,0,250,0,,,,,,
174.980,,250,0,250,0,,,,,,
175.000,,250,0,250,0,,,,,,
175.020,,250,0,250,0,,,,,,
175.040,,250,0,250,0,,,,,,
175.060,,250,0,250,0,,,,,,
175.080,,250,0,250,0,,,,,,
175.100,,250,0,250,0,,,,,,
175.120,,250,0,250,0,,,,,,
175.140,,250,0,250,0,,,,,,
175.160,,250,0,250,0,,,,,,
175.180,,250,0,250,0,,,,,,
175.200,,250,0,250,0,,,,,,
175.220,,250,0,250,0,,,,,,
175.240,,250,0,250,0,,,,,,
175.260,,250,0,250,0,,,,,,
175.280,,250,0,250,0,,,,,,
175.300,,250,0,250,0,,,,,,
175.320,,250,0,250,0,,,,,,
175.340,,250,0,250,0,,,,,,
175.360,,250,0,250,0,,,,,,
175.380,,250,0,250,0,,,,,,
175.400,,250,0,250,0,,,,,,
175.420,,250,0,250,0,,,,,,
175.440,,250,0,250,0,,,,,,
175.460,,250,0,250,0,,,,,,
175.480,,250,0,250,0,,,,,,
175.500,,250,0,250,0,,,,,,
175.520,,250,0,250,0,,,,,,
175.540,,250,0,250,0,,,,,,
175.560,,250,0,250,0,,,,,,
175.580,,250,0,250,0,,,,,,
175.600,,250,0,250,0,,,,,,
175.620,,250,0,250,0,,,,,,
175.640,,250,0,250,0,,,,,,
175.660,,250,0,250,0,,,,,,
175.680,,250,0,250,0,,,,,,
175.700,,250,0,250,0,,,,,,
175.720,,250,0,250,0,,,,,,
175.740,,250,0,250,0,,,,,,
175.760,,250,0,250,0,,,,,,
175.780,,250,0,250,0,,,,,,
175.800,,250,0,250,0,,,,,,
175.820,,250,0,250,0,,,,,,
175.840,,250,0,250,0,,,,,,
175.860,,250,0,250,0,,,,,,
175.880,,250,0,250,0,,,,,,
175.900,,250,0,250,0,,,,,,
175.920,,250,0,250,0,,,,,,
175.940,,250,0,250,0,,,,,,
175.960,,250,0,250,0,,,,,,
175.980,,250,0,250,0,,,,,,
176.000,,250,0,250,0,,,,,,
176.020,,250,0,250,0,,,,,,
176.040,,250,0,250,0,,,,,,
176.060,,250,0,250,0,,,,,,
176.080,,0,0,235,0,,,,,,
176.100,,0,0,220,0,,,,,,
176.120,,0,0,205,0,,,,,,
176.140,,0,0,190,0,,,,,,
176.160,,0,0,175,0,,,,,,
176.180,,0,0,160,0,,,,,,
176.200,,0,0,145,0,,,,,,
176.220,,0,0,130,0,,,,,,
176.240,,0,0,115,0,,,,,,
176.260,,0,0,100,0,,,,,,
176.280,,0,0,85,0,,,,,,
176.300,,0,0,70,0,,,,,,
176.320,,0,0,55,0,,,,,,
176.340,,0,0,40,0,,,,,,
176.360,,0,0,25,0,,,,,,
176.380,,0,0,10,0,,,,,,
176.400,,0,0,0,0,,,,,,
176.420,,0,0,0,0,,,,,,
176.440,,0,0,0,0,,,,,,
176.460,,0,0,0,0,,,,,,
176.480,,0,0,0,0,,,,,,
176.500,,0,0,0,0,,,,,,
176.520,,0,0,0,0,,,,,,
176.540,,0,0,0,0,,,,,,
176.560,,0,0,0,0,,,,,,
176.580,,0,0,0,0,,,,,,
176.600,,0,0,0,0,,,,,,
176.620,,0,0,0,0,,,,,,
176.640,,0,0,0,0,,,,,,
176.660,,0,0,0,0,,,,,,
176.680,,0,0,0,0,,,,,,
176.700,,0,0,0,0,,,,,,
176.720,,0,0,0,0,,,,,,
176.740,,250,0,15,0,,,,,,
176.760,,250,0,30,0,,,,,,
176.780,,250,0,45,0,,,,,,
176.800,,250,0,60,0,,,,,,
176.820,,250,0,75,0,,,,,,
176.840,,250,0,90,0,,,,,,
176.860,,250,0,105,0,,,,,,
176.880,,250,0,120,0,,,,,,
176.900,,250,0,135,0,,,,,,
176.920,,250,0,150,0,,,,,,
176.940,,250,0,165,0,,,,,,
176.960,,250,0,180,0,,,,,,
176.980,,250,0,195,0,,,,,,
177.000,,250,0,210,0,,,,,,
177.020,,250,0,225,0,,,,,,
177.040,,250,0,240,0,,,,,,
177.060,,250,0,250,0,,,,,,
177.080,,250,0,250,0,,,,,,
177.100,,250,0,250,0,,,,,,
177.120,,250,0,250,0,,,,,,
177.140,,250,0,250,0,,,,,,
177.160,,250,0,250,0,,,,,,
177.180,,250,0,250,0,,,,,,
177.200,,250,0,250,0,,,,,,
177.220,,250,0,250,0,,,,,,
177.240,,250,0,250,0,,,,,,
177.260,,250,0,250,0,,,,,,
177.280,,250,0,250,0,,,,,,
177.300,,250,0,250,0,,,,,,
177.320,,250,0,250,0,,,,,,
177.340,,250,0,250,0,,,,,,
177.360,,250,0,250,0,,,,,,
177.380,s,250,0,250,0,,,,,,
177.400,,250,0,250,0,,,,,,
177.420,,250,0,250,0,,,,,,
177.440,,250,0,250,0,,,,,,
177.460,,250,0,250,0,,,,,,
177.480,,250,0,250,0,,,,,,
177.500,,250,0,250,0,,,,,,
177.520,,250,0,250,0,,,,,,
177.540,,250,0,250,0,,,,,,
177.560,,250,0,250,0,,,,,,
177.580,,250,0,250,0,,,,,,
177.600,,250,0,250,0,,,,,,
177.620,,250,0,250,0,,,,,,
177.640,,250,0,250,0,,,,,,
177.660,,250,0,250,0,,,,,,
177.680,,250,0,250,0,,,,,,
177.700,,250,0,250,0,,,,,,
177.720,,250,0,250,0,,,,,,
177.740,,250,0,250,0,,,,,,
177.760,,250,0,250,0,,,,,,
177.780,,250,0,250,0,,,,,,
177.800,,250,0,250,0,,,,,,
177.820,,250,0,250,0,,,,,,
177.840,,250,0,250,0,,,,,,
177.860,,250,0,250,0,,,,,,
177.880,,250,0,250,0,,,,,,
177.900,,250,0,250,0,,,,,,
177.920,,250,0,250,0,,,,,,
177.940,,250,0,250,0,,,,,,
177.960,,250,0,250,0,,,,,,
177.980,,250,0,250,0,,,,,,
178.000,,250,0,250,0,,,,,,
178.020,,250,0,250,0,,,,,,
178.040,s,250,0,250,0,,,,,,
178.060,,250,0,250,0,,,,,,
178.080,,250,0,250,0,,,,,,
178.100,,250,0,250,0,,,,,,
178.120,,250,0,250,0,,,,,,
178.140,,250,0,250,0,,,,,,
178.160,,250,0,250,0,,,,,,
178.180,,250,0,250,0,,,,,,
178.200,,250,0,250,0,,,,,,
178.220,,250,0,250,0,,,,,,
178.240,,250,0,250,0,,,,,,
178.260,,250,0,250,0,,,,,,
178.280,,250,0,250,0,,,,,,
178.300,,250,0,250,0,,,,,,
178.320,,250,0,250,0,,,,,,
178.340,,250,0,250,0,,,,,,
178.360,,250,0,250,0,,,,,,
178.380,,250,0,250,0,,,,,,
178.400,,250,0,250,0,,,,,,
178.420,,250,0,250,0,,,,,,
178.440,,250,0,250,0,,,,,,
178.460,,250,0,250,0,,,,,,
178.480,,250,0,250,0,,,,,,
178.500,,250,0,250,0,,,,,,
178.520,,250,0,250,0,,,,,,
178.540,,250,0,250,0,,,,,,
178.560,,250,0,250,0,,,,,,
178.580,,250,0,250,0,,,,,,
178.600,,250,0,250,0,,,,,,
178.620,,250,0,250,0,,,,,,
178.640,,250,0,250,0,,,,,,
178.660,,250,0,250,0,,,,,,
178.680,,250,0,250,0,,,,,,
178.700,,250,0,250,0,,,,,,
178.720,,250,0,250,0,,,,,,
178.740,,250,0,250,0,,,,,,
178.760,,250,0,250,0,,,,,,
178.780,,250,0,250,0,,,,,,
178.800,,250,0,250,0,,,,,,
178.820,,250,0,250,0,,,,,,
178.840,,250,0,250,0,,,,,,
178.860,,250,0,250,0,,,,,,
178.880,,250,0,250,0,,,,,,
178.900,,250,0,250,0,,,,,,
178.920,,250,0,250,0,,,,,,
178.940,,250,0,250,0,,,,,,
178.960,,250,0,250,0,,,,,,
178.980,,250,0,250,0,,,,,,
179.000,,250,0,250,0,,,,,,
179.020,,250,0,250,0,,,,,,
179.040,,250,0,250,0,,,,,,
179.060,,250,0,250,0,,,,,,
179.080,,250,0,250,0,,,,,,
179.100,,250,0,250,0,,,,,,
179.120,,250,0,250,0,,,,,,
179.140,,250,0,250,0,,,,,,
179.160,,250,0,250,0,,,,,,
179.180,,250,0,250,0,,,,,,
179.200,,250,0,250,0,,,,,,
179.220,,250,0,250,0,,,,,,
179.240,,250,0,250,0,,,,,,
179.260,,250,0,250,0,,,,,,
179.280,,250,0,250,0,,,,,,
179.300,,250,0,250,0,,,,,,
179.320,,250,0,250,0,,,,,,
179.340,,250,0,250,0,,,,,,
179.360,,250,0,250,0,,,,,,
179.380,,250,0,250,0,,,,,,
179.400,,250,0,250,0,,,,,,
179.420,,250,0,250,0,,,,,,
179.440,,250,0,250,0,,,,,,
179.460,,250,0,250,0,,,,,,
179.480,,250,0,250,0,,,,,,
179.500,,250,0,250,0,,,,,,
179.520,,250,0,250,0,,,,,,
179.540,,250,0,250,0,,,,,,
179.560,,250,0,250,0,,,,,,
179.580,,250,0,250,0,,,,,,
179.600,,250,0,250,0,,,,,,
179.620,,250,0,250,0,,,,,,
179.640,,250,0,250,0,,,,,,
179.660,,250,0,250,0,,,,,,
179.680,,250,0,250,0,,,,,,
179.700,,250,0,250,0,,,,,,
179.720,,250,0,250,0,,,,,,
179.740,,250,0,250,0,,,,,,
179.760,,250,0,250,0,,,,,,
179.780,,250,0,250,0,,,,,,
179.800,,250,0,250,0,,,,,,
179.820,,250,0,250,0,,,,,,
179.840,,250,0,250,0,,,,,,
179.860,,250,0,250,0,,,,,,
179.880,,250,0,250,0,,,,,,
179.900,,250,0,250,0,,,,,,
179.920,,250,0,250,0,,,,,,
179.940,,250,0,250,0,,,,,,
179.960,,250,0,250,0,,,,,,
179.980,,250,0,250,0,,,,,,
180.000,,250,0,250,0,,,,,,
180.020,,250,0,250,0,,,,,,
180.040,,250,0,250,0,,,,,,
180.060,,250,0,250,0,,,,,,
180.080,,250,0,250,0,,,,,,
180.100,s,250,0,250,0,,,,,,
180.120,,250,0,250,0,,,,,,
180.140,,250,0,250,0,,,,,,
180.160,,250,0,250,0,,,,,,
180.180,,250,0,250,0,,,,,,
180.200,,250,0,250,0,,,,,,
180.220,,250,0,250,0,,,,,,
180.240,,250,0,250,0,,,,,,
180.260,,250,0,250,0,,,,,,
180.280,,250,0,250,0,,,,,,
180.300,,250,0,250,0,,,,,,
180.320,,250,0,250,0,,,,,,
180.340,s,250,0,250,0,,,,,,
180.360,,250,0,250,0,,,,,,
180.380,,250,0,250,0,,,,,,
180.400,,250,0,250,0,,,,,,
180.420,,250,0,250,0,,,,,,
180.440,,250,0,250,0,,,,,,
180.460,,250,0,250,0,,,,,,
180.480,,250,0,250,0,,,,,,
180.500,,250,0,250,0,,,,,,
180.520,,250,0,250,0,,,,,,
180.540,,250,0,250,0,,,,,,
180.560,,250,0,250,0,,,,,,
180.580,,250,0,250,0,,,,,,
180.600,,250,0,250,0,,,,,,
180.620,,250,0,250,0,,,,,,
180.640,,250,0,250,0,,,,,,
180.660,,250,0,250,0,,,,,,
180.680,,250,0,250,0,,,,,,
180.700,,250,0,250,0,,,,,,
180.720,,250,0,250,0,,,,,,
180.740,,250,0,250,0,,,,,,
180.760,,250,0,250,0,,,,,,
180.780,,250,0,250,0,,,,,,
180.800,,250,0,250,0,,,,,,
180.820,,250,0,250,0,,,,,,
180.840,,250,0,250,0,,,,,,
180.860,,250,0,250,0,,,,,,
180.880,,250,0,250,0,,,,,,
180.900,,250,0,250,0,,,,,,
180.920,,250,0,250,0,,,,,,
180.940,,250,0,250,0,,,,,,
180.960,,250,0,250,0,,,,,,
180.980,,250,0,250,0,,,,,,
181.000,,250,0,250,0,,,,,,
181.020,,250,0,250,0,,,,,,
181.040,,250,0,250,0,,,,,,
181.060,,250,0,250,0,,,,,,
181.080,,250,0,250,0,,,,,,
181.100,,250,0,250,0,,,,,,
181.120,,250,0,250,0,,,,,,
181.140,,250,0,250,0,,,,,,
181.160,,250,0,250,0,,,,,,
181.180,,250,0,250,0,,,,,,
181.200,,250,0,250,0,,,,,,
181.220,,250,0,250,0,,,,,,
181.240,,250,0,250,0,,,,,,
181.260,,250,0,250,0,,,,,,
181.280,,250,0,250,0,,,,,,
181.300,,250,0,250,0,,,,,,
181.320,,250,0,250,0,,,,,,
181.340,,250,0,250,0,,,,,,
181.360,,250,0,250,0,,,,,,
181.380,,250,0,250,0,,,,,,
181.400,,0,0,235,0,,,,,,
181.420,,0,0,220,0,,,,,,
181.440,,0,0,205,0,,,,,,
181.460,,0,0,190,0,,,,,,
181.480,,0,0,175,0,,,,,,
181.500,,0,0,160,0,,,,,,
181.520,,0,0,145,0,,,,,,
181.540,,0,0,130,0,,,,,,
181.560,,0,0,115,0,,,,,,
181.580,,0,0,100,0,,,,,,
181.600,,0,0,85,0,,,,,,
181.620,,0,0,70,0,,,,,,
181.640,,0,0,55,0,,,,,,
181.660,,0,0,40,0,,,,,,
181.680,,0,0,25,0,,,,,,
181.700,,0,0,10,0,,,,,,
181.720,,0,0,0,0,,,,,,
181.740,,0,0,0,0,,,,,,
181.760,,0,0,0,0,,,,,,
181.780,,0,0,0,0,,,,,,
181.800,,0,0,0,0,,,,,,
181.820,,0,0,0,0,,,,,,
181.840,,0,0,0,0,,,,,,
181.860,,0,0,0,0,,,,,,
181.880,,0,0,0,0,,,,,,
181.900,,0,0,0,0,,,,,,
181.920,,0,0,0,0,,,,,,
181.940,,0,0,0,0,,,,,,
181.960,,0,0,0,0,,,,,,
181.980,,-250,0,-15,0,,,,,,
182.000,,-250,0,-30,0,,,,,,
182.020,,-250,0,-45,0,,,,,,
182.040,,-250,0,-60,0,,,,,,
182.060,,-250,0,-75,0,,,,,,
182.080,,-250,0,-90,0,,,,,,
182.100,,-250,0,-105,0,,,,,,
182.120,,-250,0,-120,0,,,,,,
182.140,,-250,0,-135,0,,,,,,
182.160,,-250,0,-150,0,,,,,,
182.180,,-250,0,-165,0,,,,,,
182.200,,-250,0,-180,0,,,,,,
182.220,,-250,0,-195,0,,,,,,
182.240,,-250,0,-210,0,,,,,,
182.260,,-250,0,-225,0,,,,,,
182.280,,-250,0,-240,0,,,,,,
182.300,,-250,0,-250,0,,,,,,
182.320,,-250,0,-250,0,,,,,,
182.340,,-250,0,-250,0,,,,,,
182.360,,-250,0,-250,0,,,,,,
182.380,,-250,0,-250,0,,,,,,
182.400,,-250,0,-250,0,,,,,,
182.420,,-250,0,-250,0,,,,,,
182.440,,-250,0,-250,0,,,,,,
182.460,,-250,0,-250,0,,,,,,
182.480,,-250,0,-250,0,,,,,,
182.500,,-250,0,-250,0,,,,,,
182.520,,-250,0,-250,0,,,,,,
182.540,,-250,0,-250,0,,,,,,
182.560,,-250,0,-250,0,,,,,,
182.580,,-250,0,-250,0,,,,,,
182.600,,-250,0,-250,0,,,,,,
182.620,,-250,0,-250,0,,,,,,
182.640,,-250,0,-250,0,,,,,,
182.660,,-250,0,-250,0,,,,,,
182.680,,-250,0,-250,0,,,,,,
182.700,,-250,0,-250,0,,,,,,
182.720,,-250,0,-250,0,,,,,,
182.740,,-250,0,-250,0,,,,,,
182.760,,-250,0,-250,0,,,,,,
182.780,,-250,0,-250,0,,,,,,
182.800,,-250,0,-250,0,,,,,,
182.820,,-250,0,-250,0,,,,,,
182.840,,-250,0,-250,0,,,,,,
182.860,,-250,0,-250,0,,,,,,
182.880,,-250,0,-250,0,,,,,,
182.900,,-250,0,-250,0,,,,,,
